Input,Output
-100.00000000000000000000,0.00000000000000532907
-99.00000000000000000000,0.00000000000251887400
-98.00000000000000000000,0.00000000000000588418
-97.00000000000000000000,0.00000000000000510703
-96.00000000000000000000,0.00000000000014921397
-95.00000000000000000000,0.00000000000001765255
-94.00000000000000000000,0.00000000000000394129
-93.00000000000000000000,0.00000000000003597123
-92.00000000000000000000,0.00000000000000932587
-91.00000000000000000000,0.00000000000000316414
-90.00000000000000000000,0.00000000000002287059
-89.00000000000000000000,0.00000000000001532108
-88.00000000000000000000,0.00000000000000517641
-87.00000000000000000000,0.00000000000000976996
-86.00000000000000000000,0.00000000000002264855
-85.00000000000000000000,0.00000000000000363598
-84.00000000000000000000,0.00000000000000599520
-83.00000000000000000000,0.00000000000000532907
-82.00000000000000000000,0.00000000000000155431
-81.00000000000000000000,0.00000000000000521805
-80.00000000000000000000,0.00000000000026822988
-79.00000000000000000000,0.00000000000000388578
-78.00000000000000000000,0.00000000000000444089
-77.00000000000000000000,0.00000000000414956958
-76.00000000000000000000,0.00000000000000477396
-75.00000000000000000000,0.00000000000000349720
-74.00000000000000000000,0.00000000000009947598
-73.00000000000000000000,0.00000000000000599520
-72.00000000000000000000,0.00000000000000294209
-71.00000000000000000000,0.00000000000002486900
-70.00000000000000000000,0.00000000000001176836
-69.00000000000000000000,0.00000000000000272005
-68.00000000000000000000,0.00000000000001465494
-67.00000000000000000000,0.00000000000000999201
-66.00000000000000000000,0.00000000000000259515
-65.00000000000000000000,0.00000000000000821565
-64.00000000000000000000,0.00000000000000799361
-63.00000000000000000000,0.00000000000000072164
-62.00000000000000000000,0.00000000000000555112
-61.00000000000000000000,0.00000000000003819167
-60.00000000000000000000,0.00000000000000244249
-59.00000000000000000000,0.00000000000000321965
-58.00000000000000000000,0.00000000000031619152
-57.00000000000000000000,0.00000000000000061062
-56.00000000000000000000,0.00000000000000299760
-55.00000000000000000000,0.00000000000447641924
-54.00000000000000000000,0.00000000000000310862
-53.00000000000000000000,0.00000000000000199840
-52.00000000000000000000,0.00000000000008881784
-51.00000000000000000000,0.00000000000000754952
-50.00000000000000000000,0.00000000000000216493
-49.00000000000000000000,0.00000000000002264855
-48.00000000000000000000,0.00000000000000444089
-47.00000000000000000000,0.00000000000000158207
-46.00000000000000000000,0.00000000000000799361
-45.00000000000000000000,0.00000000000001154632
-44.00000000000000000000,0.00000000000000865280
-43.00000000000000000000,0.00000000000000555112
-42.00000000000000000000,0.00000000000000976996
-41.00000000000000000000,0.00000000000000166533
-40.00000000000000000000,0.00000000000000444089
-39.00000000000000000000,0.00000000000003108624
-38.00000000000000000000,0.00000000000000538458
-37.00000000000000000000,0.00000000000000255351
-36.00000000000000000000,0.00000000000008792966
-35.00000000000000000000,0.00000000000000160982
-34.00000000000000000000,0.00000000000000244249
-33.00000000000000000000,0.00000000000828492830
-32.00000000000000000000,0.00000000000000044409
-31.00000000000000000000,0.00000000000000149880
-30.00000000000000000000,0.00000000000004884981
-29.00000000000000000000,0.00000000000000177636
-28.00000000000000000000,0.00000000000000133227
-27.00000000000000000000,0.00000000000000621725
-26.00000000000000000000,0.00000000000000310862
-25.00000000000000000000,0.00000000000000099920
-24.00000000000000000000,0.00000000000000532907
-23.00000000000000000000,0.00000000000000288658
-22.00000000000000000000,0.00000000000000099573
-21.00000000000000000000,0.00000000000000555112
-20.00000000000000000000,0.00000000000000399680
-19.00000000000000000000,0.00000000000000283107
-18.00000000000000000000,0.00000000000000133227
-17.00000000000000000000,0.00000000000001021405
-16.00000000000000000000,0.00000000000000083267
-15.00000000000000000000,0.00000000000000000000
-14.00000000000000000000,0.00000000000001865175
-13.00000000000000000000,0.00000000000001004752
-12.00000000000000000000,0.00000000000000055511
-11.00000000000000000000,0.00000000002557953849
-10.00000000000000000000,0.00000000000000077716
-9.00000000000000000000,0.00000000000000055511
-8.00000000000000000000,0.00000000000011812773
-7.00000000000000000000,0.00000000000000976996
-6.00000000000000000000,0.00000000000000027756
-5.00000000000000000000,0.00000000000000355271
-4.00000000000000000000,0.00000000000000044409
-3.00000000000000000000,0.00000000000000049960
-2.00000000000000000000,0.00000000000000399680
-1.00000000000000000000,0.00000000000000377476
0.00000000000000000000,0.00000000000000000000
1.00000000000000000000,0.00000000000000022204
2.00000000000000000000,0.00000000000000044409
3.00000000000000000000,0.00000000000000013878
4.00000000000000000000,0.00000000000000222045
5.00000000000000000000,0.00000000000001509903
6.00000000000000000000,0.00000000000000205391
7.00000000000000000000,0.00000000000000055511
8.00000000000000000000,0.00000000000001332268
9.00000000000000000000,0.00000000000000000000
10.00000000000000000000,0.00000000000000133227
11.00000000000000000000,0.00000000000596855898
12.00000000000000000000,0.00000000000000510703
13.00000000000000000000,0.00000000000000066613
14.00000000000000000000,0.00000000000002842171
15.00000000000000000000,0.00000000000000066613
16.00000000000000000000,0.00000000000000094369
17.00000000000000000000,0.00000000000000976996
18.00000000000000000000,0.00000000000000710543
19.00000000000000000000,0.00000000000000072164
20.00000000000000000000,0.00000000000000399680
21.00000000000000000000,0.00000000000000199840
22.00000000000000000000,0.00000000000000098532
23.00000000000000000000,0.00000000000000088818
24.00000000000000000000,0.00000000000001376677
25.00000000000000000000,0.00000000000001057487
26.00000000000000000000,0.00000000000000199840
27.00000000000000000000,0.00000000000001199041
28.00000000000000000000,0.00000000000000116573
29.00000000000000000000,0.00000000000000155431
30.00000000000000000000,0.00000000000005595524
31.00000000000000000000,0.00000000000000188738
32.00000000000000000000,0.00000000000000199840
33.00000000000000000000,0.00000000000694910796
34.00000000000000000000,0.00000000000000144329
35.00000000000000000000,0.00000000000000205391
36.00000000000000000000,0.00000000000014477308
37.00000000000000000000,0.00000000000000244249
38.00000000000000000000,0.00000000000000160982
39.00000000000000000000,0.00000000000002131628
40.00000000000000000000,0.00000000000000355271
41.00000000000000000000,0.00000000000000199840
42.00000000000000000000,0.00000000000000399680
43.00000000000000000000,0.00000000000000754952
44.00000000000000000000,0.00000000000000171391
45.00000000000000000000,0.00000000000000666134
46.00000000000000000000,0.00000000000000932587
47.00000000000000000000,0.00000000000000122125
48.00000000000000000000,0.00000000000000355271
49.00000000000000000000,0.00000000000001820766
50.00000000000000000000,0.00000000000000649480
51.00000000000000000000,0.00000000000000321965
52.00000000000000000000,0.00000000000007638334
53.00000000000000000000,0.00000000000000233147
54.00000000000000000000,0.00000000000000233147
55.00000000000000000000,0.00000000000773070497
56.00000000000000000000,0.00000000000000111022
57.00000000000000000000,0.00000000000000277556
58.00000000000000000000,0.00000000000015809576
59.00000000000000000000,0.00000000000000355271
60.00000000000000000000,0.00000000000000238698
61.00000000000000000000,0.00000000000003552714
62.00000000000000000000,0.00000000000000044409
63.00000000000000000000,0.00000000000000247025
64.00000000000000000000,0.00000000000001643130
65.00000000000000000000,0.00000000000000821565
66.00000000000000000000,0.00000000000000310862
67.00000000000000000000,0.00000000000001287859
68.00000000000000000000,0.00000000000001287859
69.00000000000000000000,0.00000000000000420497
70.00000000000000000000,0.00000000000000643929
71.00000000000000000000,0.00000000000002842171
72.00000000000000000000,0.00000000000000294209
73.00000000000000000000,0.00000000000000477396
74.00000000000000000000,0.00000000000010658141
75.00000000000000000000,0.00000000000000083267
76.00000000000000000000,0.00000000000000432987
77.00000000000000000000,0.00000000000312638804
78.00000000000000000000,0.00000000000000388578
79.00000000000000000000,0.00000000000000355271
80.00000000000000000000,0.00000000000025224267
81.00000000000000000000,0.00000000000001199041
82.00000000000000000000,0.00000000000000349720
83.00000000000000000000,0.00000000000005151435
84.00000000000000000000,0.00000000000000710543
85.00000000000000000000,0.00000000000000330291
86.00000000000000000000,0.00000000000003375078
87.00000000000000000000,0.00000000000002442491
88.00000000000000000000,0.00000000000000343475
89.00000000000000000000,0.00000000000001332268
90.00000000000000000000,0.00000000000001842970
91.00000000000000000000,0.00000000000000388578
92.00000000000000000000,0.00000000000000555112
93.00000000000000000000,0.00000000000002042810
94.00000000000000000000,0.00000000000001482148
95.00000000000000000000,0.00000000000000666134
96.00000000000000000000,0.00000000000010835777
97.00000000000000000000,0.00000000000000421885
98.00000000000000000000,0.00000000000000477396
99.00000000000000000000,0.00000000000179767312
100.00000000000000000000,0.00000000000000965894
